LATITUDE,LONGITUDE,STATION_NAME,LOCAL_DATE,LOCAL_YEAR,LOCAL_MONTH,MEAN_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOWFALL
49.65,-93.717,RAWSON LAKE,2012-04,2012,4,4.763333333333334,27.9,3.5
49.65,-93.717,RAWSON LAKE,2012-05,2012,5,12.396774193548389,88.5,0.0
49.65,-93.717,RAWSON LAKE,2012-06,2012,6,17.88,60.6,0.0
49.65,-93.717,RAWSON LAKE,2012-07,2012,7,21.61481481481481,83.4,0.0
49.65,-93.717,RAWSON LAKE,2012-08,2012,8,19.087096774193547,50.3,0.0
49.65,-93.717,RAWSON LAKE,2012-09,2012,9,12.8,31.1,0.0
49.65,-93.717,RAWSON LAKE,2012-10,2012,10,4.354838709677419,123.1,21.8
49.65,-93.717,RAWSON LAKE,2012-11,2012,11,-4.221428571428572,24.9,13.0
49.65,-93.717,RAWSON LAKE,2012-12,2012,12,-12.183870967741935,22.7,30.4
49.65,-93.717,RAWSON LAKE,2013-01,2013,1,-15.016129032258064,93.8,28.7
49.65,-93.717,RAWSON LAKE,2013-02,2013,2,-12.739285714285714,40.4,12.4
49.65,-93.717,RAWSON LAKE,2013-03,2013,3,-6.703225806451613,24.8,24.0
49.65,-93.717,RAWSON LAKE,2013-04,2013,4,0.0433333333333333,79.5,6.8
49.65,-93.717,RAWSON LAKE,2013-05,2013,5,9.941935483870967,101.8,3.2
49.65,-93.717,RAWSON LAKE,2013-06,2013,6,16.996666666666666,43.8,0.0
49.65,-93.717,RAWSON LAKE,2013-07,2013,7,19.10967741935484,85.2,0.0
49.65,-93.717,RAWSON LAKE,2013-08,2013,8,18.967741935483872,94.0,0.0
49.65,-93.717,RAWSON LAKE,2013-09,2013,9,14.74,92.5,0.0
49.65,-93.717,RAWSON LAKE,2013-10,2013,10,5.878571428571429,12.0,0.0
49.65,-93.717,RAWSON LAKE,2013-11,2013,11,-4.717857142857143,47.0,36.7
49.65,-93.717,RAWSON LAKE,2013-12,2013,12,-20.03043478260869,28.1,12.5
49.65,-93.717,RAWSON LAKE,2014-01,2014,1,-20.25333333333333,37.4,24.3
49.65,-93.717,RAWSON LAKE,2014-02,2014,2,-19.064285714285717,17.1,32.3
49.65,-93.717,RAWSON LAKE,2014-05,2014,5,15.826666666666666,11.1,0.0
49.65,-93.717,RAWSON LAKE,2014-06,2014,6,16.375,137.1,0.0
49.65,-93.717,RAWSON LAKE,2014-07,2014,7,17.586206896551722,60.5,0.0
49.65,-93.717,RAWSON LAKE,2014-08,2014,8,19.095454545454544,37.7,0.0
49.65,-93.717,RAWSON LAKE,2016-08,2016,8,18.02,50.8,0.0
49.65,-93.717,RAWSON LAKE,2016-09,2016,9,14.22,119.5,0.0
49.65,-93.717,RAWSON LAKE,2016-10,2016,10,6.525,32.3,0.0
49.65,-93.717,RAWSON LAKE,2016-11,2016,11,2.8793103448275863,47.3,15.0
49.65,-93.717,RAWSON LAKE,2016-12,2016,12,-12.170370370370373,29.2,22.0
49.65,-93.717,RAWSON LAKE,2017-04,2017,4,2.418181818181818,42.4,5.4
49.65,-93.717,RAWSON LAKE,2017-05,2017,5,10.206451612903226,32.6,0.0
49.65,-93.717,RAWSON LAKE,2017-06,2017,6,16.93103448275862,93.5,0.0
49.65,-93.717,RAWSON LAKE,2017-07,2017,7,19.14516129032258,142.1,0.0
49.65,-93.717,RAWSON LAKE,2017-08,2017,8,17.84193548387097,29.2,0.0
49.65,-93.717,RAWSON LAKE,2017-09,2017,9,13.593333333333334,148.5,0.0
49.65,-93.717,RAWSON LAKE,2017-10,2017,10,6.316129032258065,88.0,18.6
49.65,-93.717,RAWSON LAKE,2017-11,2017,11,-6.503333333333333,40.8,27.0
49.65,-93.717,RAWSON LAKE,2017-12,2017,12,-16.138709677419357,43.6,50.0
49.65,-93.717,RAWSON LAKE,2018-01,2018,1,-16.258064516129032,35.6,12.0
49.65,-93.717,RAWSON LAKE,2018-02,2018,2,-18.064285714285717,15.4,16.2
49.65,-93.717,RAWSON LAKE,2018-03,2018,3,-6.316129032258065,3.6,1.8
49.65,-93.717,RAWSON LAKE,2018-04,2018,4,-3.006666666666667,2.0,2.0
49.65,-93.717,RAWSON LAKE,2018-05,2018,5,11.274193548387096,49.3,0.0
49.65,-93.717,RAWSON LAKE,2018-06,2018,6,16.710714285714285,47.9,0.0
49.65,-93.717,RAWSON LAKE,2018-07,2018,7,18.206451612903223,31.1,0.0
49.65,-93.717,RAWSON LAKE,2018-08,2018,8,16.51290322580645,16.5,0.0
49.65,-93.717,RAWSON LAKE,2018-09,2018,9,9.686666666666667,150.4,0.6
49.65,-93.717,RAWSON LAKE,2018-10,2018,10,1.1387096774193548,82.5,24.8
49.65,-93.717,RAWSON LAKE,2018-11,2018,11,-8.456666666666667,15.4,21.0
49.65,-93.717,RAWSON LAKE,2018-12,2018,12,-10.858064516129032,26.2,26.8
49.65,-93.717,RAWSON LAKE,2019-01,2019,1,-19.238709677419354,29.4,24.2
49.65,-93.717,RAWSON LAKE,2019-02,2019,2,-18.064285714285717,53.0,43.2
49.65,-93.717,RAWSON LAKE,2019-03,2019,3,-8.59032258064516,35.6,22.2
49.65,-93.717,RAWSON LAKE,2019-04,2019,4,0.8366666666666667,37.3,7.2
49.65,-93.717,RAWSON LAKE,2019-05,2019,5,6.774193548387097,32.8,5.6
49.65,-93.717,RAWSON LAKE,2019-06,2019,6,14.55,50.4,0.0
49.65,-93.717,RAWSON LAKE,2019-07,2019,7,17.583870967741934,281.4,0.0
49.65,-93.717,RAWSON LAKE,2019-08,2019,8,15.329032258064515,52.6,0.0
49.65,-93.717,RAWSON LAKE,2019-09,2019,9,10.71,143.3,0.0
49.65,-93.717,RAWSON LAKE,2019-10,2019,10,2.764516129032258,89.0,4.4
49.65,-93.717,RAWSON LAKE,2019-11,2019,11,-6.84,18.0,18.8
49.65,-93.717,RAWSON LAKE,2019-12,2019,12,-12.93103448275862,31.8,20.6
49.65,-93.717,RAWSON LAKE,2020-01,2020,1,-12.612903225806452,28.2,30.8
49.65,-93.717,RAWSON LAKE,2020-02,2020,2,-14.486206896551725,16.2,18.6
49.65,-93.717,RAWSON LAKE,2020-03,2020,3,-5.990322580645161,25.8,11.2
49.65,-93.717,RAWSON LAKE,2020-04,2020,4,-0.85,28.8,15.2
49.65,-93.717,RAWSON LAKE,2020-05,2020,5,8.364516129032259,22.2,2.0
49.65,-93.717,RAWSON LAKE,2020-06,2020,6,15.57,79.0,0.0
49.65,-93.717,RAWSON LAKE,2020-07,2020,7,18.88064516129032,30.0,0.0
49.65,-93.717,RAWSON LAKE,2020-08,2020,8,16.648387096774194,55.6,0.0
49.65,-93.717,RAWSON LAKE,2020-09,2020,9,9.57,43.6,0.0
49.65,-93.717,RAWSON LAKE,2020-10,2020,10,0.0290322580645161,43.4,11.2
49.65,-93.717,RAWSON LAKE,2020-11,2020,11,-3.41,19.8,21.2
49.65,-93.717,RAWSON LAKE,2020-12,2020,12,-10.193548387096774,27.0,19.4
49.65,-93.717,RAWSON LAKE,2021-01,2021,1,-11.070967741935483,33.4,32.2
49.65,-93.717,RAWSON LAKE,2021-02,2021,2,-18.99642857142857,6.2,6.8
49.65,-93.717,RAWSON LAKE,2021-03,2021,3,-2.825806451612903,7.4,0.8
49.65,-93.717,RAWSON LAKE,2021-04,2021,4,1.7233333333333334,71.5,7.8
49.65,-93.717,RAWSON LAKE,2021-05,2021,5,8.693548387096774,36.4,0.0
49.65,-93.717,RAWSON LAKE,2021-06,2021,6,16.913333333333334,26.8,0.0
49.65,-93.717,RAWSON LAKE,2021-07,2021,7,18.56451612903226,62.8,0.0
49.65,-93.717,RAWSON LAKE,2021-08,2021,8,17.13225806451613,47.4,0.0
49.65,-93.717,RAWSON LAKE,2021-09,2021,9,12.486666666666666,27.0,0.0
49.65,-93.717,RAWSON LAKE,2021-10,2021,10,7.529032258064516,97.8,1.4
49.65,-93.717,RAWSON LAKE,2021-11,2021,11,-3.4066666666666667,76.3,25.4
49.65,-93.717,RAWSON LAKE,2021-12,2021,12,-13.170967741935485,36.4,15.6
49.65,-93.717,RAWSON LAKE,2022-01,2022,1,-20.68064516129032,46.8,30.6
49.65,-93.717,RAWSON LAKE,2022-02,2022,2,-20.34285714285714,47.0,52.4
49.65,-93.717,RAWSON LAKE,2022-03,2022,3,-8.151612903225807,24.4,21.8
49.65,-93.717,RAWSON LAKE,2022-04,2022,4,-1.88,176.7,51.0
49.65,-93.717,RAWSON LAKE,2022-05,2022,5,8.86774193548387,63.2,0.0
49.65,-93.717,RAWSON LAKE,2022-06,2022,6,14.353333333333332,52.2,0.0
49.65,-93.717,RAWSON LAKE,2022-07,2022,7,17.070967741935483,81.3,0.0
49.65,-93.717,RAWSON LAKE,2022-08,2022,8,16.780645161290323,20.3,0.0
49.65,-93.717,RAWSON LAKE,2022-09,2022,9,10.966666666666669,25.6,0.0
49.65,-93.717,RAWSON LAKE,2022-10,2022,10,4.45483870967742,22.1,6.8
49.65,-93.717,RAWSON LAKE,2022-11,2022,11,-4.18,50.1,22.8
49.65,-93.717,RAWSON LAKE,2022-12,2022,12,-13.9,53.2,37.0
49.65,-93.717,RAWSON LAKE,2023-01,2023,1,-12.406451612903226,13.8,17.0
49.65,-93.717,RAWSON LAKE,2023-02,2023,2,-14.417857142857144,13.2,9.8
49.65,-93.717,RAWSON LAKE,2023-03,2023,3,-9.696774193548388,22.8,21.0
49.65,-93.717,RAWSON LAKE,2023-04,2023,4,-1.1866666666666668,49.4,16.4
49.65,-93.717,RAWSON LAKE,2023-05,2023,5,11.558064516129033,25.4,0.0
49.65,-93.717,RAWSON LAKE,2023-06,2023,6,17.19,37.2,0.0
49.65,-93.717,RAWSON LAKE,2023-07,2023,7,15.50909090909091,73.5,0.0
50.294,-88.905,ARMSTRONG (AUT),1976-01,1976,1,-21.86774193548387,36.7,0.0
50.294,-88.905,ARMSTRONG (AUT),1976-02,1976,2,-14.010344827586207,32.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1976-03,1976,3,-13.680645161290322,57.3,0.0
50.294,-88.905,ARMSTRONG (AUT),1976-04,1976,4,1.3033333333333332,38.5,0.0
50.294,-88.905,ARMSTRONG (AUT),1976-05,1976,5,7.041935483870968,15.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1976-06,1976,6,15.586666666666666,91.3,0.0
50.294,-88.905,ARMSTRONG (AUT),1976-07,1976,7,16.093548387096774,85.4,0.0
50.294,-88.905,ARMSTRONG (AUT),1976-08,1976,8,15.151612903225807,66.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1976-09,1976,9,8.25,77.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1976-10,1976,10,0.0,39.7,0.0
50.294,-88.905,ARMSTRONG (AUT),1976-11,1976,11,-8.796666666666667,33.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1976-12,1976,12,-24.56774193548387,31.7,0.0
50.294,-88.905,ARMSTRONG (AUT),1977-01,1977,1,-22.164516129032258,36.5,0.0
50.294,-88.905,ARMSTRONG (AUT),1977-02,1977,2,-14.360714285714286,52.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1977-03,1977,3,-5.34516129032258,83.1,0.0
50.294,-88.905,ARMSTRONG (AUT),1977-04,1977,4,0.84,49.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1977-05,1977,5,11.780645161290323,62.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1977-06,1977,6,11.923333333333334,177.7,0.0
50.294,-88.905,ARMSTRONG (AUT),1977-07,1977,7,15.848387096774193,112.1,0.0
50.294,-88.905,ARMSTRONG (AUT),1977-08,1977,8,12.087096774193547,129.3,0.0
50.294,-88.905,ARMSTRONG (AUT),1977-09,1977,9,9.4,110.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1977-10,1977,10,4.054838709677419,34.1,0.0
50.294,-88.905,ARMSTRONG (AUT),1977-11,1977,11,-4.69,87.4,0.0
50.294,-88.905,ARMSTRONG (AUT),1977-12,1977,12,-16.874193548387098,37.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1978-01,1978,1,-22.003225806451614,10.9,0.0
50.294,-88.905,ARMSTRONG (AUT),1978-02,1978,2,-18.835714285714285,7.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1978-03,1978,3,-12.416129032258064,44.4,0.0
50.294,-88.905,ARMSTRONG (AUT),1978-04,1978,4,-2.433333333333333,35.5,0.0
50.294,-88.905,ARMSTRONG (AUT),1978-05,1978,5,9.303225806451612,106.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1978-06,1978,6,12.043333333333331,68.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1978-07,1978,7,15.393548387096772,94.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1978-08,1978,8,14.890322580645162,117.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1978-09,1978,9,9.426666666666666,87.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1978-10,1978,10,3.119354838709677,38.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1978-11,1978,11,-9.013333333333334,39.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1978-12,1978,12,-21.03548387096774,30.4,0.0
50.294,-88.905,ARMSTRONG (AUT),1979-01,1979,1,-23.25483870967742,9.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1979-02,1979,2,-22.757142857142856,35.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1979-03,1979,3,-9.906451612903226,57.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1979-04,1979,4,-1.8733333333333333,33.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1979-05,1979,5,5.793548387096775,63.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1979-06,1979,6,12.28,95.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1979-07,1979,7,16.95806451612903,73.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1979-08,1979,8,12.719354838709677,130.1,0.0
50.294,-88.905,ARMSTRONG (AUT),1979-09,1979,9,8.366666666666667,82.4,0.0
50.294,-88.905,ARMSTRONG (AUT),1979-10,1979,10,0.932258064516129,66.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1979-11,1979,11,-7.523333333333333,52.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1979-12,1979,12,-12.435483870967742,57.4,0.0
50.294,-88.905,ARMSTRONG (AUT),1980-01,1980,1,-19.8,49.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1980-02,1980,2,-19.53103448275862,8.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1980-03,1980,3,-12.903225806451612,29.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1980-04,1980,4,1.2166666666666666,10.4,0.0
50.294,-88.905,ARMSTRONG (AUT),1980-05,1980,5,10.538709677419355,10.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1980-06,1980,6,12.1,56.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1980-07,1980,7,16.774193548387096,96.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1980-08,1980,8,14.729032258064516,81.7,0.0
50.294,-88.905,ARMSTRONG (AUT),1980-09,1980,9,6.823333333333333,94.7,0.0
50.294,-88.905,ARMSTRONG (AUT),1980-10,1980,10,-0.3,95.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1980-11,1980,11,-7.233333333333333,17.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1980-12,1980,12,-18.26451612903226,29.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1981-01,1981,1,-17.27741935483871,17.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1981-02,1981,2,-13.257142857142858,45.7,0.0
50.294,-88.905,ARMSTRONG (AUT),1981-03,1981,3,-6.2290322580645165,19.9,0.0
50.294,-88.905,ARMSTRONG (AUT),1981-04,1981,4,-0.2466666666666666,28.7,0.0
50.294,-88.905,ARMSTRONG (AUT),1981-05,1981,5,6.703225806451613,47.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1981-06,1981,6,11.183333333333334,74.1,0.0
50.294,-88.905,ARMSTRONG (AUT),1981-07,1981,7,17.05483870967742,32.9,0.0
50.294,-88.905,ARMSTRONG (AUT),1981-08,1981,8,15.751612903225809,21.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1981-09,1981,9,8.016666666666667,34.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1981-10,1981,10,1.1225806451612903,36.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1981-11,1981,11,-1.8033333333333328,39.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1981-12,1981,12,-15.083870967741936,27.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1982-01,1982,1,-26.441935483870967,39.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1982-02,1982,2,-19.75,23.5,0.0
50.294,-88.905,ARMSTRONG (AUT),1982-03,1982,3,-11.648387096774194,47.1,0.0
50.294,-88.905,ARMSTRONG (AUT),1982-04,1982,4,-3.38,44.7,0.0
50.294,-88.905,ARMSTRONG (AUT),1982-05,1982,5,9.203225806451613,59.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1982-06,1982,6,10.536666666666669,106.9,0.0
50.294,-88.905,ARMSTRONG (AUT),1982-07,1982,7,16.393548387096775,133.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1982-08,1982,8,12.196774193548388,69.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1982-09,1982,9,8.79,86.3,0.0
50.294,-88.905,ARMSTRONG (AUT),1982-10,1982,10,3.990322580645161,100.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1982-11,1982,11,-8.266666666666667,39.9,0.0
50.294,-88.905,ARMSTRONG (AUT),1982-12,1982,12,-13.263333333333334,30.9,0.0
50.294,-88.905,ARMSTRONG (AUT),1992-12,1992,12,-17.09,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1993-01,1993,1,-20.15652173913044,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1993-02,1993,2,-20.57333333333333,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1993-03,1993,3,-7.385185185185185,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1993-04,1993,4,-0.3,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1993-05,1993,5,7.1695652173913045,40.1,0.0
50.294,-88.905,ARMSTRONG (AUT),1993-06,1993,6,12.89,33.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1993-07,1993,7,15.996296296296295,138.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1993-08,1993,8,15.8625,104.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1993-09,1993,9,5.0,57.5,0.0
50.294,-88.905,ARMSTRONG (AUT),1993-10,1993,10,0.4681818181818182,44.3,0.0
50.294,-88.905,ARMSTRONG (AUT),1993-11,1993,11,-6.533333333333333,4.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1993-12,1993,12,-13.327272727272728,0.4,0.0
50.294,-88.905,ARMSTRONG (AUT),1994-01,1994,1,-29.003703703703703,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1994-02,1994,2,-20.15714285714286,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1994-03,1994,3,-9.6375,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1994-04,1994,4,-0.2,9.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1994-05,1994,5,9.05,13.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1994-06,1994,6,9.8,11.4,0.0
50.294,-88.905,ARMSTRONG (AUT),1994-07,1994,7,14.033333333333331,33.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1994-08,1994,8,11.471428571428572,71.1,0.0
50.294,-88.905,ARMSTRONG (AUT),1994-09,1994,9,4.1,2.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1994-10,1994,10,4.25,3.4,0.0
50.294,-88.905,ARMSTRONG (AUT),1995-08,1995,8,13.472727272727273,20.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1995-09,1995,9,9.220689655172414,62.4,0.0
50.294,-88.905,ARMSTRONG (AUT),1995-10,1995,10,3.011111111111111,43.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1995-11,1995,11,-12.816666666666666,4.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1995-12,1995,12,-12.345454545454546,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1996-01,1996,1,-13.34,0.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1996-02,1996,2,-14.221428571428572,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1996-03,1996,3,-10.11923076923077,1.6,0.0
50.294,-88.905,ARMSTRONG (AUT),1996-04,1996,4,-2.8851851851851853,0.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1996-05,1996,5,5.86551724137931,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1996-06,1996,6,15.026666666666667,0.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1996-07,1996,7,15.483870967741936,2.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1996-08,1996,8,16.62258064516129,0.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1996-09,1996,9,10.784615384615384,1.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1996-10,1996,10,3.317241379310345,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1996-11,1996,11,-7.368181818181818,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1996-12,1996,12,-11.804761904761904,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1997-01,1997,1,-17.264705882352942,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1997-02,1997,2,-17.1875,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1997-03,1997,3,-4.877777777777778,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1997-04,1997,4,0.1291666666666666,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1997-05,1997,5,5.410714285714286,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1997-06,1997,6,15.723333333333333,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1997-07,1997,7,17.35483870967742,4.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1997-08,1997,8,14.565517241379313,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1997-09,1997,9,10.974074074074077,0.4,0.0
50.294,-88.905,ARMSTRONG (AUT),1997-10,1997,10,3.2758620689655173,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1997-11,1997,11,-7.588888888888889,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1997-12,1997,12,-10.238709677419354,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1998-01,1998,1,-17.670967741935485,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1998-02,1998,2,-6.033333333333333,1.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1998-03,1998,3,-6.832,2.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1998-04,1998,4,3.5681818181818183,1.4,0.0
50.294,-88.905,ARMSTRONG (AUT),1998-05,1998,5,9.930769230769233,49.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1998-06,1998,6,14.979310344827589,49.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1998-07,1998,7,16.892592592592592,78.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1998-08,1998,8,16.196666666666665,83.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1998-09,1998,9,10.727586206896552,70.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1998-10,1998,10,3.5785714285714287,77.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1998-11,1998,11,-3.7884615384615374,9.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1998-12,1998,12,-6.875,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1999-01,1999,1,-17.244444444444444,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1999-02,1999,2,-10.904347826086957,3.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1999-03,1999,3,-7.28,6.4,0.0
50.294,-88.905,ARMSTRONG (AUT),1999-04,1999,4,3.875,0.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1999-05,1999,5,9.186206896551724,61.0,0.0
50.294,-88.905,ARMSTRONG (AUT),1999-06,1999,6,14.458620689655172,86.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1999-07,1999,7,18.34193548387097,125.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1999-08,1999,8,14.783870967741937,45.2,0.0
50.294,-88.905,ARMSTRONG (AUT),1999-09,1999,9,10.271428571428572,163.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1999-10,1999,10,1.986206896551724,74.8,0.0
50.294,-88.905,ARMSTRONG (AUT),1999-11,1999,11,-2.882758620689655,8.4,0.0
50.294,-88.905,ARMSTRONG (AUT),1999-12,1999,12,-12.71923076923077,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2000-01,2000,1,-18.76153846153846,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2000-02,2000,2,-12.27777777777778,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2000-03,2000,3,-2.475862068965517,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2000-04,2000,4,-1.8884615384615384,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2000-05,2000,5,8.792857142857143,45.8,0.0
50.294,-88.905,ARMSTRONG (AUT),2000-06,2000,6,11.38,131.6,0.0
50.294,-88.905,ARMSTRONG (AUT),2000-07,2000,7,16.296296296296298,58.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2000-08,2000,8,14.664516129032258,162.7,0.0
50.294,-88.905,ARMSTRONG (AUT),2000-09,2000,9,8.147826086956522,38.6,0.0
50.294,-88.905,ARMSTRONG (AUT),2000-10,2000,10,4.038709677419355,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2000-11,2000,11,-2.922727272727273,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2000-12,2000,12,-21.222727272727276,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2001-01,2001,1,-14.790322580645162,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2001-02,2001,2,-19.433333333333334,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2001-03,2001,3,-8.434615384615384,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2001-04,2001,4,1.6827586206896552,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2001-05,2001,5,9.678571428571429,91.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2001-06,2001,6,11.66,24.2,0.0
50.294,-88.905,ARMSTRONG (AUT),2001-07,2001,7,14.10909090909091,38.4,0.0
50.294,-88.905,ARMSTRONG (AUT),2001-09,2001,9,7.378947368421053,8.4,0.0
50.294,-88.905,ARMSTRONG (AUT),2001-10,2001,10,2.236666666666667,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2001-11,2001,11,-1.4821428571428572,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2001-12,2001,12,-8.906451612903226,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2002-01,2002,1,-17.580645161290324,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2002-02,2002,2,-15.337037037037035,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2002-03,2002,3,-14.995652173913044,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2002-04,2002,4,-1.9521739130434783,0.0,0.0
50.294,-88.905,ARMSTRONG (AUT),2002-05,2002,5,1.4076923076923078,33.8,0.0
50.294,-88.905,ARMSTRONG (AUT),2002-06,2002,6,8.6,23.4,0.0
